"code_module" "code_presentation" "id_student" "gender" "region" "highest_education" "imd_band" "age_band" "num_of_prev_attempts" "studied_credits" "disability" "final_result" "score_exam" "wscore_tmas" "wscore_cmas" "sum_click_total"
"AAA" "2013J" 2694424 "M" "East Anglian Region" "A Level or Equivalent" "70-80%" "35-55" 0 120 "N" "Pass" NA 76.5 NA 4218
"AAA" "2013J" 2698257 "M" "East Midlands Region" "Lower Than A Level" "60-70%" "0-35" 0 120 "N" "Pass" NA 69.4 NA 758
"AAA" "2013J" 271251 "M" "Scotland" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Pass" NA 76.9 NA 3348
"AAA" "2013J" 279572 "M" "London Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Distinction" NA 79.6 NA 1183
"AAA" "2013J" 281022 "F" "Scotland" "A Level or Equivalent" "30-40%" "0-35" 0 150 "N" "Pass" NA 73.8 NA 492
"AAA" "2013J" 281250 "M" "Wales" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Fail" NA 54.3 NA 130
"AAA" "2013J" 281589 "M" "North Western Region" "HE Qualification" "30-40%" "0-35" 0 60 "N" "Fail" NA NA NA 59
"AAA" "2013J" 282821 "M" "South West Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 58.8 NA 1961
"AAA" "2013J" 28400 "F" "Scotland" "HE Qualification" "20-30%" "35-55" 0 60 "N" "Pass" NA 65.4 NA 1435
"AAA" "2013J" 286488 "M" "South East Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Pass" NA 73.5 NA 1046
"AAA" "2013J" 287548 "M" "East Anglian Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 67.9 NA 483
"AAA" "2013J" 290201 "M" "Wales" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 69.8 NA 1740
"AAA" "2013J" 290757 "M" "North Western Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 74.5 NA 652
"AAA" "2013J" 291334 "M" "South East Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Distinction" NA 82.9 NA 5231
"AAA" "2013J" 293699 "M" "East Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Pass" NA 41.5 NA 187
"AAA" "2013J" 294570 "M" "South East Region" "HE Qualification" "90-100%" "55<=" 0 60 "N" "Pass" NA 78.7 NA 1775
"AAA" "2013J" 294594 "M" "South East Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 51 NA 865
"AAA" "2013J" 295741 "M" "South East Region" "A Level or Equivalent" "40-50%" "35-55" 0 240 "N" "Fail" NA 51.9 NA 709
"AAA" "2013J" 296332 "M" "South Region" "Post Graduate Qualification" "90-100%" "55<=" 0 60 "N" "Distinction" NA 84.3 NA 2152
"AAA" "2013J" 298696 "F" "South East Region" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Pass" NA 81.8 NA 514
"AAA" "2013J" 300398 "M" "West Midlands Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 78.3 NA 1997
"AAA" "2013J" 302302 "F" "East Anglian Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Fail" NA 29.4 NA 513
"AAA" "2013J" 305152 "M" "North Western Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Fail" NA 6.4 NA 146
"AAA" "2013J" 305386 "M" "West Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "Y" "Pass" NA 78.1 NA 1277
"AAA" "2013J" 306107 "M" "West Midlands Region" "A Level or Equivalent" "50-60%" "35-55" 0 120 "N" "Pass" NA 54.9 NA 987
"AAA" "2013J" 306466 "M" "East Anglian Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Pass" NA 82.6 NA 1220
"AAA" "2013J" 306897 "F" "London Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 60.9 NA 2742
"AAA" "2013J" 307061 "F" "East Midlands Region" "HE Qualification" "10-20" "0-35" 0 60 "N" "Pass" NA 81.3 NA 1081
"AAA" "2013J" 307866 "M" "West Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 43.3 NA 1476
"AAA" "2013J" 311917 "M" "South West Region" "A Level or Equivalent" "60-70%" "55<=" 0 120 "N" "Pass" NA 60.4 NA 2230
"AAA" "2013J" 312537 "M" "South Region" "Post Graduate Qualification" "90-100%" "55<=" 0 60 "N" "Distinction" NA 87.8 NA 12882
"AAA" "2013J" 312782 "M" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 58.5 NA 281
"AAA" "2013J" 31604 "F" "South East Region" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Pass" NA 76.3 NA 2158
"AAA" "2013J" 318933 "F" "East Anglian Region" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Pass" NA 66.6 NA 1281
"AAA" "2013J" 319047 "F" "East Midlands Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Pass" NA 78.6 NA 6589
"AAA" "2013J" 321942 "M" "South Region" "HE Qualification" "90-100%" "55<=" 0 60 "N" "Pass" NA 80.2 NA 10083
"AAA" "2013J" 324002 "M" "East Anglian Region" "HE Qualification" "40-50%" "35-55" 0 60 "N" "Pass" NA 80.2 NA 1901
"AAA" "2013J" 324084 "F" "South West Region" "A Level or Equivalent" "10-20" "35-55" 0 60 "N" "Pass" NA 57.5 NA 1961
"AAA" "2013J" 324282 "M" "South East Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 64.6 NA 133
"AAA" "2013J" 32885 "F" "West Midlands Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Pass" NA 55 NA 1034
"AAA" "2013J" 332789 "F" "East Anglian Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Pass" NA 75.1 NA 1655
"AAA" "2013J" 333059 "M" "Scotland" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 62.6 NA 301
"AAA" "2013J" 333323 "M" "Scotland" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Pass" NA 74.2 NA 648
"AAA" "2013J" 334259 "F" "London Region" "A Level or Equivalent" "50-60%" "0-35" 0 150 "N" "Fail" NA 15.5 NA 332
"AAA" "2013J" 336207 "M" "East Anglian Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 67.4 NA 1316
"AAA" "2013J" 339972 "M" "North Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Pass" NA 47.8 NA 333
"AAA" "2013J" 341872 "M" "East Anglian Region" "Lower Than A Level" "40-50%" "0-35" 0 180 "N" "Fail" NA 63.8 NA 201
"AAA" "2013J" 342514 "M" "Scotland" "Lower Than A Level" "50-60%" "55<=" 0 60 "N" "Pass" NA 78.4 NA 1950
"AAA" "2013J" 342972 "M" "Yorkshire Region" "HE Qualification" "0-10%" "0-35" 0 60 "N" "Pass" NA 61.5 NA 838
"AAA" "2013J" 343446 "M" "Ireland" "HE Qualification" "70-80%" "35-55" 0 120 "N" "Pass" NA 79.6 NA 3644
"AAA" "2013J" 344282 "M" "Yorkshire Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 47.4 NA 65
"AAA" "2013J" 345068 "M" "East Anglian Region" "A Level or Equivalent" "60-70%" "0-35" 0 180 "Y" "Pass" NA 79.5 NA 547
"AAA" "2013J" 345357 "M" "Yorkshire Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Distinction" NA 82 NA 2219
"AAA" "2013J" 346025 "M" "East Anglian Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Pass" NA 82.4 NA 569
"AAA" "2013J" 346843 "F" "Scotland" "HE Qualification" "50-60%" "35-55" 0 120 "N" "Fail" NA NA NA 164
"AAA" "2013J" 350188 "M" "North Western Region" "HE Qualification" "80-90%" "35-55" 0 60 "N" "Pass" NA 73.4 NA 761
"AAA" "2013J" 357668 "M" "Yorkshire Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 29.3 NA 166
"AAA" "2013J" 364177 "M" "East Anglian Region" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Fail" NA 48.8 NA 821
"AAA" "2013J" 365244 "F" "London Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Pass" NA 55.6 NA 891
"AAA" "2013J" 365642 "M" "East Anglian Region" "Lower Than A Level" "10-20" "35-55" 0 60 "N" "Pass" NA 70.4 NA 2129
"AAA" "2013J" 366483 "M" "South West Region" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Pass" NA 77 NA 1465
"AAA" "2013J" 368194 "F" "South West Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "Y" "Pass" NA 49.1 NA 437
"AAA" "2013J" 368824 "M" "Wales" "HE Qualification" "50-60%" "35-55" 0 120 "N" "Fail" NA 53.7 NA 292
"AAA" "2013J" 368963 "M" "Yorkshire Region" "Lower Than A Level" "0-10%" "0-35" 0 180 "N" "Pass" NA 67.4 NA 677
"AAA" "2013J" 376439 "M" "North Region" "HE Qualification" "" "0-35" 0 60 "N" "Distinction" NA 87.3 NA 2342
"AAA" "2013J" 376581 "F" "South Region" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Pass" NA 73 NA 2333
"AAA" "2013J" 38053 "M" "Wales" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Pass" NA 66.9 NA 2445
"AAA" "2013J" 380953 "M" "East Midlands Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Pass" NA 67 NA 1062
"AAA" "2013J" 383254 "M" "Yorkshire Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 76.3 NA 543
"AAA" "2013J" 386924 "M" "Ireland" "Lower Than A Level" "" "0-35" 0 120 "N" "Pass" NA 68.9 NA 164
"AAA" "2013J" 386952 "M" "Yorkshire Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Pass" NA 68.8 NA 910
"AAA" "2013J" 388722 "F" "London Region" "Lower Than A Level" "80-90%" "35-55" 0 60 "N" "Pass" NA 63.7 NA 671
"AAA" "2013J" 388885 "M" "South West Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Pass" NA 61.9 NA 875
"AAA" "2013J" 392756 "M" "West Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Fail" NA 43.5 NA 363
"AAA" "2013J" 392931 "F" "North Western Region" "A Level or Equivalent" "50-60%" "35-55" 0 120 "N" "Pass" NA 69.1 NA 3003
"AAA" "2013J" 393207 "M" "North Western Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 74.8 NA 876
"AAA" "2013J" 396872 "M" "Yorkshire Region" "HE Qualification" "50-60%" "0-35" 0 180 "N" "Pass" NA 61.1 NA 996
"AAA" "2013J" 398552 "M" "Yorkshire Region" "Lower Than A Level" "90-100%" "0-35" 0 240 "N" "Fail" NA 45 NA 1183
"AAA" "2013J" 401869 "F" "South East Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 67 NA 955
"AAA" "2013J" 402470 "M" "South West Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Pass" NA 70.7 NA 1445
"AAA" "2013J" 404804 "M" "Wales" "Lower Than A Level" "20-30%" "35-55" 0 120 "N" "Pass" NA 41.6 NA 509
"AAA" "2013J" 405088 "M" "North Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 77.3 NA 1388
"AAA" "2013J" 414117 "M" "Yorkshire Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Pass" NA 76 NA 807
"AAA" "2013J" 420087 "M" "Scotland" "A Level or Equivalent" "40-50%" "0-35" 0 60 "Y" "Fail" NA 37.6 NA 342
"AAA" "2013J" 429958 "F" "North Western Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 58.3 NA 411
"AAA" "2013J" 441018 "F" "South East Region" "A Level or Equivalent" "70-80%" "0-35" 0 150 "N" "Pass" NA 61 NA 646
"AAA" "2013J" 441888 "M" "London Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 70 NA 739
"AAA" "2013J" 444677 "M" "London Region" "HE Qualification" "30-40%" "0-35" 0 60 "N" "Distinction" NA 86.9 NA 1241
"AAA" "2013J" 45462 "M" "Scotland" "HE Qualification" "30-40%" "0-35" 0 60 "N" "Pass" NA 67.8 NA 1492
"AAA" "2013J" 45642 "F" "North Western Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 72.5 NA 1428
"AAA" "2013J" 489455 "F" "South West Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 70 NA 2832
"AAA" "2013J" 494424 "F" "North Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Fail" NA NA NA 58
"AAA" "2013J" 495284 "M" "South East Region" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Pass" NA 65 NA 901
"AAA" "2013J" 498857 "M" "North Western Region" "HE Qualification" "80-90%" "35-55" 0 60 "N" "Pass" NA 72.6 NA 998
"AAA" "2013J" 508818 "M" "London Region" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Pass" NA 69.9 NA 1129
"AAA" "2013J" 512460 "M" "South East Region" "HE Qualification" "90-100%" "0-35" 0 120 "N" "Pass" NA 73.2 NA 521
"AAA" "2013J" 52130 "F" "East Anglian Region" "A Level or Equivalent" "70-80%" "0-35" 0 90 "N" "Pass" NA 71.2 NA 1894
"AAA" "2013J" 53025 "M" "North Region" "Post Graduate Qualification" "" "55<=" 0 60 "N" "Pass" NA 79 NA 3158
"AAA" "2013J" 544103 "M" "North Western Region" "HE Qualification" "40-50%" "0-35" 0 120 "N" "Pass" NA 81 NA 2328
"AAA" "2013J" 550383 "M" "South East Region" "HE Qualification" "60-70%" "0-35" 0 60 "N" "Pass" NA 73 NA 910
"AAA" "2013J" 564450 "M" "West Midlands Region" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Fail" NA 58 NA 224
"AAA" "2013J" 572652 "M" "West Midlands Region" "HE Qualification" "70-80%" "0-35" 0 120 "N" "Pass" NA 73.7 NA 780
"AAA" "2013J" 57506 "M" "South Region" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Pass" NA 74 NA 1319
"AAA" "2013J" 580389 "M" "Ireland" "HE Qualification" "90-100%" "0-35" 0 120 "N" "Pass" NA 70.6 NA 1271
"AAA" "2013J" 581129 "M" "East Anglian Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Fail" NA 16 NA 194
"AAA" "2013J" 58873 "F" "East Anglian Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 73.7 NA 1732
"AAA" "2013J" 588775 "M" "South West Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 82.4 NA 7067
"AAA" "2013J" 591774 "M" "South Region" "Post Graduate Qualification" "90-100%" "35-55" 0 60 "N" "Pass" NA 73.4 NA 605
"AAA" "2013J" 59185 "M" "East Anglian Region" "Lower Than A Level" "60-70%" "35-55" 0 60 "N" "Pass" NA 80.8 NA 1102
"AAA" "2013J" 606143 "M" "Scotland" "Post Graduate Qualification" "90-100%" "35-55" 0 60 "N" "Fail" NA 18.6 NA 406
"AAA" "2013J" 62155 "F" "North Western Region" "HE Qualification" "50-60%" "0-35" 0 60 "N" "Pass" NA 76.4 NA 3388
"AAA" "2013J" 63400 "M" "Scotland" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 71.2 NA 2737
"AAA" "2013J" 704156 "M" "South Region" "HE Qualification" "90-100%" "55<=" 0 120 "N" "Pass" NA 66.3 NA 3064
"AAA" "2013J" 70464 "F" "West Midlands Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Pass" NA 53.5 NA 1053
"AAA" "2013J" 705379 "M" "West Midlands Region" "A Level or Equivalent" "60-70%" "55<=" 0 120 "N" "Distinction" NA 80.7 NA 5680
"AAA" "2013J" 71361 "M" "Ireland" "HE Qualification" "" "35-55" 0 60 "N" "Pass" NA 79.7 NA 2327
"AAA" "2013J" 74372 "M" "East Anglian Region" "A Level or Equivalent" "10-20" "35-55" 0 150 "N" "Fail" NA 32.8 NA 116
"AAA" "2013J" 749412 "M" "South Region" "Lower Than A Level" "70-80%" "55<=" 0 60 "N" "Pass" NA 70.2 NA 4007
"AAA" "2013J" 75091 "M" "South West Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 65.8 NA 2992
"AAA" "2013J" 760729 "M" "West Midlands Region" "A Level or Equivalent" "60-70%" "55<=" 0 60 "N" "Distinction" NA 81.5 NA 7288
"AAA" "2013J" 77367 "M" "East Midlands Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 69.5 NA 680
"AAA" "2013J" 905042 "F" "East Anglian Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Pass" NA 78 NA 3004
"AAA" "2013J" 91265 "M" "North Western Region" "HE Qualification" "0-10%" "0-35" 0 60 "N" "Pass" NA 69 NA 1494
"AAA" "2013J" 949618 "F" "South West Region" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Pass" NA 60.3 NA 1357
"AAA" "2013J" 958987 "M" "North Western Region" "HE Qualification" "40-50%" "35-55" 0 60 "N" "Pass" NA 77.2 NA 1216
"AAA" "2013J" 968578 "F" "East Anglian Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 73.4 NA 870
"AAA" "2013J" 971027 "F" "West Midlands Region" "HE Qualification" "90-100%" "35-55" 0 60 "N" "Pass" NA 67.2 NA 3098
"AAA" "2013J" 978739 "M" "South Region" "HE Qualification" "90-100%" "35-55" 0 60 "N" "Pass" NA 56.5 NA 5988
"AAA" "2013J" 98094 "M" "Wales" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Pass" NA 60.6 NA 2839
"AAA" "2014J" 101116 "F" "East Anglian Region" "Lower Than A Level" "60-70%" "35-55" 0 60 "N" "Pass" NA 82.9 NA 1769
"AAA" "2014J" 1045203 "M" "Wales" "Lower Than A Level" "0-10%" "35-55" 0 60 "N" "Pass" NA 79.4 NA 3533
"AAA" "2014J" 107489 "F" "London Region" "HE Qualification" "20-30%" "0-35" 0 60 "N" "Pass" NA 80.5 NA 3722
"AAA" "2014J" 108872 "M" "London Region" "HE Qualification" "80-90%" "55<=" 0 60 "N" "Pass" NA 60.9 NA 1377
"AAA" "2014J" 109155 "F" "South Region" "HE Qualification" "90-100%" "0-35" 0 60 "N" "Pass" NA 67.2 NA 3019
"AAA" "2014J" 1112555 "F" "South Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 66.6 NA 2404
"AAA" "2014J" 111512 "M" "Wales" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Fail" NA NA NA 439
"AAA" "2014J" 117818 "F" "London Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 56.5 NA 1695
"AAA" "2014J" 121349 "F" "South West Region" "A Level or Equivalent" "40-50%" "35-55" 1 60 "N" "Pass" NA 77.3 NA 2259
"AAA" "2014J" 124064 "F" "South East Region" "A Level or Equivalent" "60-70%" "0-35" 0 120 "N" "Distinction" NA 87.6 NA 2042
"AAA" "2014J" 125018 "M" "South Region" "HE Qualification" "70-80%" "35-55" 0 60 "N" "Pass" NA 64.3 NA 2195
"AAA" "2014J" 1268696 "M" "South West Region" "HE Qualification" "80-90%" "35-55" 0 60 "N" "Pass" NA 61.2 NA 326
"AAA" "2014J" 130034 "F" "East Anglian Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Pass" NA 77.6 NA 1831
"AAA" "2014J" 130547 "F" "South Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Pass" NA 58 NA 1252
"AAA" "2014J" 130636 "M" "South East Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 59.7 NA 332
"AAA" "2014J" 131390 "M" "East Anglian Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Pass" NA 78.7 NA 157
"AAA" "2014J" 1336190 "M" "London Region" "HE Qualification" "80-90%" "55<=" 0 60 "N" "Pass" NA NA NA 1021
"AAA" "2014J" 133816 "F" "South Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Pass" NA 66 NA 4000
"AAA" "2014J" 133922 "M" "North Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Pass" NA 77.9 NA 574
"AAA" "2014J" 1352868 "M" "Yorkshire Region" "A Level or Equivalent" "20-30%" "35-55" 1 60 "N" "Pass" NA 67.2 NA 1091
"AAA" "2014J" 135400 "F" "South East Region" "Lower Than A Level" "90-100%" "35-55" 1 60 "Y" "Pass" NA 48.4 NA 323
"AAA" "2014J" 135471 "M" "East Anglian Region" "Lower Than A Level" "90-100%" "35-55" 0 60 "N" "Distinction" NA 84.2 NA 2291
"AAA" "2014J" 139033 "M" "South East Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Fail" NA 61.7 NA 790
"AAA" "2014J" 141377 "M" "South West Region" "A Level or Equivalent" "90-100%" "0-35" 1 210 "N" "Pass" NA 47 NA 613
"AAA" "2014J" 141506 "M" "Scotland" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Fail" NA 7.5 NA 415
"AAA" "2014J" 146503 "M" "East Anglian Region" "Lower Than A Level" "30-40%" "35-55" 0 120 "Y" "Pass" NA 61.9 NA 368
"AAA" "2014J" 1471214 "M" "East Midlands Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Pass" NA 71.4 NA 1161
"AAA" "2014J" 1472925 "F" "East Anglian Region" "Lower Than A Level" "40-50%" "35-55" 1 60 "Y" "Pass" NA 63 NA 523
"AAA" "2014J" 147756 "M" "North Region" "Lower Than A Level" "60-70%" "0-35" 1 120 "N" "Pass" NA 64.5 NA 1107
"AAA" "2014J" 1484804 "F" "West Midlands Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 66.8 NA 1454
"AAA" "2014J" 148993 "F" "North Western Region" "A Level or Equivalent" "30-40%" "35-55" 1 60 "Y" "Pass" NA 84 NA 1948
"AAA" "2014J" 149741 "F" "Scotland" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Pass" NA 67.2 NA 2342
"AAA" "2014J" 149962 "M" "West Midlands Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 68.9 NA 141
"AAA" "2014J" 1511033 "M" "Wales" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Pass" NA 75.3 NA 679
"AAA" "2014J" 155984 "F" "East Anglian Region" "Lower Than A Level" "70-80%" "0-35" 1 120 "N" "Pass" NA 79 NA 1737
"AAA" "2014J" 1576513 "F" "East Midlands Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Distinction" NA 86.9 NA 15716
"AAA" "2014J" 1609002 "F" "East Midlands Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Pass" NA 79.8 NA 1025
"AAA" "2014J" 1629771 "M" "South East Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Distinction" NA 79.5 NA 522
"AAA" "2014J" 164944 "F" "East Anglian Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "Y" "Pass" NA 62.7 NA 1300
"AAA" "2014J" 165226 "F" "Wales" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Fail" NA 7.7 NA 1062
"AAA" "2014J" 167961 "M" "South West Region" "HE Qualification" "70-80%" "55<=" 0 60 "N" "Pass" NA 76.3 NA 2129
"AAA" "2014J" 1715896 "M" "South Region" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Pass" NA 77.8 NA 5314
"AAA" "2014J" 1721270 "M" "South East Region" "Lower Than A Level" "50-60%" "35-55" 0 90 "N" "Pass" NA 57.5 NA 730
"AAA" "2014J" 174024 "M" "North Region" "A Level or Equivalent" "10-20" "35-55" 0 60 "N" "Pass" NA 61.3 NA 812
"AAA" "2014J" 174094 "F" "South East Region" "Lower Than A Level" "30-40%" "35-55" 0 60 "Y" "Pass" NA 76 NA 4841
"AAA" "2014J" 174745 "F" "East Midlands Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Pass" NA 66.1 NA 1610
"AAA" "2014J" 175447 "M" "London Region" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Pass" NA 70 NA 3779
"AAA" "2014J" 1757766 "F" "North Western Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 70.9 NA 3301
"AAA" "2014J" 1773377 "M" "London Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Pass" NA 74.4 NA 711
"AAA" "2014J" 1799111 "M" "Scotland" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Pass" NA 77.6 NA 1174
"AAA" "2014J" 1818673 "F" "Scotland" "HE Qualification" "20-30%" "35-55" 0 120 "N" "Fail" NA 8.6 NA 336
"AAA" "2014J" 183057 "M" "Wales" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 66.4 NA 833
"AAA" "2014J" 185350 "M" "Yorkshire Region" "Lower Than A Level" "10-20" "35-55" 0 60 "N" "Fail" NA 57.5 NA 236
"AAA" "2014J" 188278 "M" "Yorkshire Region" "A Level or Equivalent" "70-80%" "35-55" 1 60 "N" "Pass" NA 69.6 NA 3063
"AAA" "2014J" 1926668 "M" "London Region" "Lower Than A Level" "30-40%" "35-55" 0 60 "N" "Pass" NA 61.4 NA 2094
"AAA" "2014J" 1947156 "F" "South East Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 77.7 NA 2074
"AAA" "2014J" 1967783 "F" "South Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "Y" "Pass" NA 64.2 NA 2171
"AAA" "2014J" 1970390 "M" "West Midlands Region" "Lower Than A Level" "0-10%" "35-55" 1 120 "N" "Pass" NA 83.8 NA 3620
"AAA" "2014J" 1975209 "M" "South East Region" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 65.2 NA 2754
"AAA" "2014J" 199636 "M" "East Anglian Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 73.8 NA 1836
"AAA" "2014J" 199897 "M" "East Midlands Region" "HE Qualification" "10-20" "35-55" 0 60 "N" "Pass" NA 69.6 NA 2135
"AAA" "2014J" 200804 "M" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 64.1 NA 930
"AAA" "2014J" 2010232 "F" "Scotland" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Pass" NA 83.8 NA 4127
"AAA" "2014J" 2045084 "M" "North Western Region" "HE Qualification" "40-50%" "35-55" 0 120 "N" "Fail" NA 7.2 NA 326
"AAA" "2014J" 205494 "M" "South West Region" "HE Qualification" "30-40%" "35-55" 0 60 "N" "Pass" NA 64 NA 1114
"AAA" "2014J" 2057803 "M" "London Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Pass" NA 63.5 NA 3418
"AAA" "2014J" 2073016 "F" "London Region" "Lower Than A Level" "30-40%" "35-55" 1 60 "N" "Fail" NA 45.2 NA 173
"AAA" "2014J" 2085209 "F" "North Region" "HE Qualification" "40-50%" "35-55" 0 60 "N" "Pass" NA 87.5 NA 7427
